0,0,-0.21688,-0.17662,-0.030388,0.024692,0.1677,0.049171,-0.3963,-0.19466
1,0.0008,-0.2156,-0.16438,-0.044238,0.020182,0.14065,0.12454,-0.41304,-0.16986
2,0.0016,-0.21076,-0.15053,-0.061631,0.011808,0.1123,0.19476,-0.42786,-0.13958
3,0.0024,-0.19852,-0.13507,-0.079347,0.0040774,0.082026,0.26466,-0.43752,-0.1035
4,0.0032,-0.19595,-0.12348,-0.098995,-0.0071962,0.042729,0.33423,-0.443,-0.06453
5,0.004,-0.18564,-0.10673,-0.11317,-0.016215,0.028879,0.40091,-0.44074,-0.022335
6,0.0048,-0.17888,-0.093519,-0.11478,-0.025878,0.00053424,0.46307,-0.43205,0.021793
7,0.0056,-0.17372,-0.073871,-0.13926,-0.033286,-0.019436,0.52363,-0.41852,0.069142
8,0.0064,-0.16889,-0.08901,-0.14731,-0.040373,-0.04456,0.57806,-0.40016,0.11552
9,0.0072,-0.16599,-0.072261,-0.15343,-0.045848,-0.059699,0.6238,-0.37794,0.16642
10,0.008,-0.16631,-0.071939,-0.15472,-0.040695,-0.070328,0.66052,-0.35056,0.21827
11,0.0088,-0.16631,-0.074193,-0.15118,-0.048747,-0.082568,0.69112,-0.31964,0.2682
12,0.0096,-0.16857,-0.085145,-0.14602,-0.040695,-0.085789,0.70529,-0.27712,0.3149
13,0.0104,-0.17211,-0.09062,-0.13572,-0.041983,-0.085789,0.71302,-0.24587,0.36129
14,0.0112,-0.17888,-0.10222,-0.12315,-0.036507,-0.081924,0.70722,-0.20561,0.40091
15,0.012,-0.18274,-0.10093,-0.10769,-0.027489,-0.074193,0.69949,-0.16052,0.43634
16,0.0128,-0.18983,-0.12637,-0.092231,-0.02008,-0.061309,0.67566,-0.118,0.46855
17,0.0136,-0.19659,-0.13797,-0.075482,-0.0071962,-0.045526,0.64538,-0.079347,0.49271
18,0.0144,-0.20207,-0.14924,-0.058088,0.0037552,-0.025878,0.60673,-0.041983,0.5101
19,0.0152,-0.20529,-0.15858,-0.041983,0.014707,-0.003331,0.55294,-0.0049415,0.51976
20,0.016,-0.20851,-0.1647,-0.025556,0.021793,0.022437,0.49464,0.027591,0.51847
21,0.0168,-0.21044,-0.16664,-0.014927,0.040153,0.046595,0.42925,0.061411,0.50752
22,0.0176,-0.21076,-0.16116,-0.0055857,0.048205,0.073007,0.35871,0.083959,0.48336
23,0.0184,-0.20948,-0.16181,-0.003331,0.059479,0.095554,0.28044,0.10554,0.45502
24,0.0192,-0.21076,-0.15021,0.0021447,0.078483,0.11649,0.19895,0.12648,0.41411
25,0.02,-0.20529,-0.13894,0.0011784,0.080093,0.14161,0.11456,0.13743,0.36451
26,0.0208,-0.20271,-0.13443,-0.0023647,0.087179,0.1603,0.028557,0.14548,0.30428
27,0.0216,-0.20432,-0.10576,-0.009773,0.093944,0.17544,-0.055189,0.14838,0.23696
28,0.0224,-0.20786,-0.083212,-0.022657,0.10232,0.188,-0.13088,0.14097,0.16577
29,0.0232,-0.1953,-0.060343,-0.037152,0.11005,0.18896,-0.20529,0.13388,0.091689
30,0.024,-0.19498,-0.034253,-0.054223,0.11714,0.20603,-0.27422,0.12068,0.017606
31,0.0248,-0.1953,-0.014604,-0.067107,0.12744,0.21183,-0.32769,0.10361,-0.051002
32,0.0256,-0.20175,0.0089089,-0.084501,0.13678,0.21183,-0.38373,0.083314,-0.12734
33,0.0264,-0.20948,0.033066,-0.10318,0.14677,0.21538,-0.42915,0.060123,-0.19305
34,0.0272,-0.22043,0.043374,-0.12058,0.15707,0.21216,-0.46297,0.032422,-0.25457
35,0.028,-0.23685,0.060123,-0.13282,0.15869,0.20926,-0.48938,0.0031111,-0.30965
36,0.0288,-0.24974,0.072363,-0.1428,0.18671,0.20636,-0.50645,-0.028777,-0.3541
37,0.0296,-0.26552,0.075906,-0.15633,0.20281,0.20378,-0.51225,-0.061631,-0.39823
38,0.0304,-0.28581,0.096198,-0.16406,0.2186,0.19927,-0.51032,-0.09513,-0.42979
39,0.0312,-0.30675,0.088468,-0.16728,0.23631,0.1909,-0.49872,-0.12573,-0.4517
40,0.032,-0.32833,0.091045,-0.17179,0.25628,0.18349,-0.47779,-0.15633,-0.46716
41,0.0328,-0.34701,0.085569,-0.17952,0.27174,0.17833,-0.44558,-0.18339,-0.47102
42,0.0336,-0.36827,0.085569,-0.17437,0.29204,0.16577,-0.40982,-0.20948,-0.46716
43,0.0344,-0.38438,0.079127,-0.17308,0.30202,0.15353,-0.36698,-0.22848,-0.45427
44,0.0352,-0.39372,0.075262,-0.16986,0.31297,0.14258,-0.31545,-0.24394,-0.42689
45,0.036,-0.40757,0.072363,-0.16696,0.31909,0.13195,-0.26069,-0.25457,-0.39823
46,0.0368,-0.41272,0.065277,-0.16309,0.3236,0.12003,-0.19756,-0.25908,-0.35249
47,0.0376,-0.41272,0.060767,-0.16503,0.32103,0.11005,-0.13539,-0.25876,-0.30482
48,0.0384,-0.40692,0.057868,-0.15279,0.31813,0.09652,-0.068073,-0.25554,-0.25135
49,0.0392,-0.39823,0.055936,-0.15375,0.32038,0.083636,-0.00010996,-0.24426,-0.1924
50,0.04,-0.38599,0.063022,-0.15118,0.29622,0.06882,0.066565,-0.23202,-0.13056
51,0.0408,-0.36666,0.052715,-0.1486,0.27947,0.054003,0.1297,-0.21527,-0.065496
52,0.0416,-0.34701,0.051104,-0.1457,0.25854,0.038542,0.19122,-0.19176,-0.0013984
53,0.0424,-0.32382,0.048527,-0.14409,0.24082,0.022115,0.24984,-0.16696,0.069142
54,0.0432,-0.29999,0.042729,-0.14183,0.2099,0.019538,0.30299,-0.1399,0.13485
55,0.044,-0.27325,0.03822,-0.13346,0.18091,-0.0020426,0.35388,-0.11188,0.2012
56,0.0448,-0.24748,0.029201,-0.13475,0.15353,-0.014927,0.40058,-0.079669,0.26401
57,0.0456,-0.22687,0.019216,-0.1312,0.1268,-0.025234,0.43988,-0.051324,0.32425
58,0.0464,-0.2127,0.0034331,-0.12412,0.097487,-0.031998,0.46919,-0.022979,0.37804
59,0.0472,-0.18693,-0.014282,-0.11478,0.070752,-0.037152,0.49367,0.00053424,0.42667
60,0.048,-0.1734,-0.034575,-0.1064,0.044662,-0.03844,0.51171,0.021149,0.46339
61,0.0488,-0.15891,-0.058732,-0.095452,0.024048,-0.041017,0.52105,0.037576,0.49142
62,0.0496,-0.15279,-0.082568,-0.084501,0.002789,-0.030065,0.5262,0.051426,0.51493
63,0.0504,-0.15021,-0.1064,-0.070328,-0.012672,-0.01396,0.51719,0.059801,0.52588
64,0.0512,-0.1515,-0.13475,-0.053257,-0.024268,-0.0075183,0.49367,0.065599,0.52814
65,0.052,-0.15246,-0.16052,-0.039084,-0.040373,0.0076205,0.48304,0.068175,0.52008
66,0.0528,-0.15504,-0.18306,-0.025234,-0.039728,0.022437,0.46178,0.063666,0.50591
67,0.0536,-0.16019,-0.20336,-0.01235,-0.042627,0.036932,0.42281,0.055936,0.4824
68,0.0544,-0.16535,-0.22655,-0.0010763,-0.042949,0.054325,0.38222,0.043374,0.4518
69,0.0552,-0.17147,-0.23267,-0.0013984,-0.038762,0.068175,0.34003,0.031456,0.40896
70,0.056,-0.17405,-0.24136,0.016639,-0.033931,0.084603,0.29204,0.013418,0.35903
71,0.0568,-0.17211,-0.24426,0.021471,-0.024912,0.097487,0.23696,-0.0094509,0.30299
72,0.0576,-0.18757,-0.24394,0.02437,-0.016215,0.11295,0.18445,-0.037152,0.23889
73,0.0584,-0.19112,-0.23363,0.022437,-0.0030089,0.12229,0.13485,-0.065496,0.17189
74,0.0592,-0.19659,-0.22429,0.016639,0.0056879,0.13227,0.076228,-0.094164,0.099097
75,0.06,-0.19852,-0.20175,0.0053658,0.022437,0.14,0.023403,-0.12444,0.025336
