0,0,0.24726,-0.13282,0.15546,-0.18177,0.24147,0.857,-1.0772,0.07043
1,0.0008,0.24565,-0.13282,0.15772,-0.18177,0.23921,0.85475,-1.0734,0.072363
2,0.0016,0.24243,-0.13153,0.16094,-0.18049,0.23986,0.84347,-1.0708,0.073007
3,0.0024,0.2434,-0.12895,0.1545,-0.17855,0.23728,0.85314,-1.0688,0.075906
4,0.0032,0.23921,-0.13024,0.15418,-0.17984,0.23953,0.85185,-1.0618,0.079127
5,0.004,0.23663,-0.13024,0.15385,-0.17308,0.23663,0.85153,-1.0563,0.081704
6,0.0048,0.23889,-0.12863,0.14677,-0.17759,0.2376,0.84991,-1.0495,0.086213
7,0.0056,0.2376,-0.12863,0.15192,-0.17759,0.23857,0.84863,-1.0408,0.091045
8,0.0064,0.24275,-0.12927,0.15128,-0.1647,0.24082,0.84444,-1.0321,0.095876
9,0.0072,0.2376,-0.12831,0.15418,-0.17501,0.24018,0.84444,-1.025,0.10135
10,0.008,0.23825,-0.12702,0.15514,-0.17469,0.24179,0.8409,-1.0151,0.10361
11,0.0088,0.23825,-0.12798,0.15321,-0.17469,0.24147,0.83735,-1.0086,0.10554
12,0.0096,0.23986,-0.12992,0.15096,-0.1763,0.2376,0.83381,-0.99959,0.10812
13,0.0104,0.23696,-0.12831,0.15579,-0.17791,0.23599,0.83317,-0.99315,0.10715
14,0.0112,0.24211,-0.12959,0.15804,-0.17598,0.23019,0.83252,-0.98671,0.10393
15,0.012,0.2376,-0.12798,0.15836,-0.18306,0.22955,0.83349,-0.98961,0.10908
16,0.0128,0.2463,-0.12863,0.16191,-0.17791,0.23374,0.83284,-0.97672,0.11263
17,0.0136,0.24791,-0.13056,0.16094,-0.17727,0.23084,0.83381,-0.97576,0.10908
18,0.0144,0.25177,-0.12927,0.16255,-0.17791,0.23148,0.83349,-0.97092,0.11005
19,0.0152,0.25145,-0.12895,0.16255,-0.17566,0.22923,0.83349,-0.97157,0.10876
20,0.016,0.25435,-0.12863,0.16448,-0.18081,0.23309,0.82866,-0.97157,0.10812
21,0.0168,0.25274,-0.12798,0.16513,-0.17984,0.22762,0.82801,-0.97254,0.1049
22,0.0176,0.25306,-0.13282,0.16545,-0.18177,0.22472,0.82576,-0.97511,0.10296
23,0.0184,0.25564,-0.13217,0.16738,-0.18725,0.22407,0.82576,-0.97737,0.10361
24,0.0192,0.25564,-0.14022,0.16706,-0.18339,0.22021,0.82737,-0.98188,0.099419
25,0.02,0.25628,-0.13765,0.16803,-0.18177,0.22536,0.8322,-0.98767,0.10329
26,0.0208,0.25854,-0.137,0.16964,-0.18854,0.22665,0.83606,-0.99154,0.098775
27,0.0216,0.26272,-0.13926,0.16835,-0.1763,0.22762,0.83896,-0.99734,0.10006
28,0.0224,0.25338,-0.14055,0.1677,-0.19015,0.23019,0.84283,-1.0028,0.098775
29,0.0232,0.25467,-0.14183,0.16931,-0.18564,0.23341,0.84734,-1.0147,0.095876
30,0.024,0.25338,-0.14473,0.16738,-0.18951,0.24469,0.8512,-1.0228,0.093944
31,0.0248,0.25177,-0.14248,0.1677,-0.19079,0.23535,0.85185,-1.0305,0.088146
32,0.0256,0.25338,-0.14602,0.16706,-0.19112,0.24018,0.85442,-1.036,0.077839
33,0.0264,0.26401,-0.1486,0.16706,-0.18661,0.23825,0.85765,-1.0421,0.08267
34,0.0272,0.24984,-0.14892,0.16674,-0.19079,0.24114,0.8599,-1.0476,0.082348
35,0.028,0.24855,-0.14795,0.16545,-0.19337,0.24082,0.86183,-1.0531,0.081382
36,0.0288,0.2492,-0.1457,0.16577,-0.19305,0.25049,0.86699,-1.0589,0.08106
37,0.0296,0.25113,-0.1486,0.16287,-0.18306,0.24404,0.86828,-1.0663,0.078805
38,0.0304,0.24791,-0.14795,0.1632,-0.19369,0.24791,0.87214,-1.0766,0.078483
39,0.0312,0.24984,-0.1486,0.1603,-0.19337,0.25081,0.87311,-1.0788,0.075906
40,0.032,0.2492,-0.14699,0.16191,-0.19498,0.25403,0.87085,-1.0814,0.071719
41,0.0328,0.24887,-0.1457,0.16094,-0.19434,0.25564,0.86763,-1.083,0.073329
42,0.0336,0.24823,-0.1428,0.16159,-0.19337,0.25854,0.8657,-1.0875,0.072363
43,0.0344,0.25016,-0.14602,0.16062,-0.1953,0.26144,0.85861,-1.0901,0.069786
44,0.0352,0.25081,-0.14216,0.16094,-0.19337,0.27368,0.86216,-1.0891,0.07043
45,0.036,0.25016,-0.1457,0.15997,-0.19208,0.26562,0.86248,-1.0875,0.067531
46,0.0368,0.24887,-0.14731,0.16094,-0.19305,0.25886,0.86344,-1.082,0.07043
47,0.0376,0.26015,-0.14119,0.16191,-0.1821,0.26433,0.85797,-1.0766,0.066565
48,0.0384,0.25338,-0.14022,0.16255,-0.19144,0.26498,0.85571,-1.075,0.068175
49,0.0392,0.25274,-0.13572,0.16416,-0.19595,0.26369,0.85314,-1.0672,0.071074
50,0.04,0.25371,-0.1399,0.16384,-0.18629,0.26369,0.84863,-1.0598,0.075584
51,0.0408,0.25177,-0.13539,0.16481,-0.18725,0.26369,0.84379,-1.0534,0.079449
52,0.0416,0.2521,-0.14119,0.16609,-0.18467,0.25725,0.84251,-1.0489,0.085569
53,0.0424,0.25435,-0.13378,0.16609,-0.1821,0.25532,0.8409,-1.0428,0.091045
54,0.0432,0.2521,-0.13346,0.16642,-0.18177,0.25145,0.83832,-1.037,0.094588
55,0.044,0.25306,-0.13217,0.16738,-0.18016,0.24823,0.83091,-1.0318,0.097487
56,0.0448,0.25081,-0.13765,0.16899,-0.18049,0.25371,0.83542,-1.0228,0.098453
57,0.0456,0.25274,-0.13153,0.16964,-0.17791,0.24565,0.8351,-1.0138,0.102
58,0.0464,0.25145,-0.13346,0.16867,-0.17791,0.24436,0.83445,-1.0073,0.10296
59,0.0472,0.24952,-0.13217,0.16642,-0.17662,0.24662,0.83156,-0.99766,0.10554
60,0.048,0.25596,-0.13282,0.16513,-0.17694,0.24243,0.82962,-0.99669,0.102
61,0.0488,0.25177,-0.13185,0.1632,-0.17791,0.24565,0.82801,-0.99411,0.1123
62,0.0496,0.24662,-0.1341,0.1632,-0.18177,0.2434,0.82737,-0.98928,0.1152
63,0.0504,0.24533,-0.13378,0.16126,-0.18016,0.24372,0.82672,-0.98832,0.11746
64,0.0512,0.24565,-0.12895,0.15901,-0.18145,0.24469,0.82962,-0.98413,0.12003
65,0.052,0.24662,-0.13346,0.15804,-0.1821,0.24179,0.82672,-0.98155,0.12003
66,0.0528,0.24565,-0.13024,0.15772,-0.18113,0.24372,0.83896,-0.97994,0.11971
67,0.0536,0.24275,-0.13346,0.15643,-0.18564,0.23921,0.84669,-0.97962,0.12229
68,0.0544,0.24694,-0.13185,0.15643,-0.18403,0.23792,0.84476,-0.98091,0.12326
69,0.0552,0.24469,-0.13282,0.15514,-0.18306,0.23728,0.84734,-0.98574,0.12487
70,0.056,0.24211,-0.13346,0.15418,-0.1821,0.23631,0.84863,-0.99057,0.12809
71,0.0568,0.24436,-0.13249,0.15418,-0.18596,0.2347,0.84573,-0.99669,0.12615
72,0.0576,0.24436,-0.13153,0.1545,-0.17727,0.23502,0.85056,-1.0147,0.12487
73,0.0584,0.24211,-0.13088,0.15192,-0.18564,0.23438,0.85056,-1.0122,0.11875
74,0.0592,0.24565,-0.13153,0.15579,-0.18242,0.23696,0.84927,-1.0176,0.11842
75,0.06,0.24662,-0.13153,0.15514,-0.185,0.23825,0.857,-1.0231,0.11585
76,0.0608,0.24404,-0.13378,0.15772,-0.18339,0.23921,0.8512,-1.026,0.11166
77,0.0616,0.2463,-0.1341,0.15836,-0.18435,0.24275,0.85024,-1.0325,0.10779
78,0.0624,0.24597,-0.13572,0.15965,-0.18371,0.24275,0.84573,-1.0373,0.10393
79,0.0632,0.24436,-0.13636,0.15965,-0.18371,0.24372,0.84991,-1.0376,0.099741
80,0.064,0.2463,-0.13765,0.16223,-0.18177,0.24533,0.84863,-1.0424,0.098775
81,0.0648,0.24726,-0.13733,0.16899,-0.18306,0.24501,0.84057,-1.0444,0.094266
82,0.0656,0.24791,-0.13861,0.16577,-0.1879,0.24436,0.84702,-1.0456,0.090723
83,0.0664,0.25113,-0.13926,0.16867,-0.18339,0.24018,0.84669,-1.0476,0.092333
84,0.0672,0.24565,-0.13829,0.16706,-0.18274,0.24533,0.84669,-1.0502,0.084281
85,0.068,0.2521,-0.13861,0.16803,-0.18532,0.2492,0.84605,-1.0553,0.083314
86,0.0688,0.25338,-0.14119,0.1706,-0.18532,0.25274,0.84508,-1.0627,0.075584
87,0.0696,0.25338,-0.14151,0.16835,-0.18693,0.25435,0.84412,-1.0663,0.073651
88,0.0704,0.25338,-0.13894,0.16513,-0.18629,0.25725,0.83671,-1.0695,0.071719
89,0.0712,0.25435,-0.14183,0.17415,-0.18854,0.25918,0.83832,-1.0717,0.07043
90,0.072,0.25596,-0.14248,0.17028,-0.18467,0.25983,0.83703,-1.0746,0.072041
91,0.0728,0.25693,-0.14183,0.16803,-0.18983,0.25499,0.83156,-1.0743,0.073973
92,0.0736,0.26047,-0.14248,0.16867,-0.19144,0.25306,0.83478,-1.0692,0.075262
93,0.0744,0.25661,-0.14248,0.16867,-0.19337,0.25177,0.83284,-1.0643,0.077839
94,0.0752,0.26369,-0.14248,0.16706,-0.19208,0.24887,0.83317,-1.0598,0.080738
95,0.076,0.25661,-0.14183,0.1677,-0.19498,0.25081,0.83413,-1.0553,0.082026
96,0.0768,0.25821,-0.1428,0.16513,-0.1953,0.24791,0.83542,-1.0521,0.082348
97,0.0776,0.25596,-0.1428,0.17221,-0.19498,0.24726,0.83671,-1.0489,0.083959
98,0.0784,0.25854,-0.14377,0.16416,-0.19691,0.24565,0.83767,-1.0473,0.088146
99,0.0792,0.25371,-0.14409,0.16513,-0.19627,0.24597,0.83671,-1.0418,0.090723
100,0.08,0.25145,-0.14087,0.1632,-0.19659,0.24501,0.83832,-1.0386,0.096198
101,0.0808,0.25242,-0.14409,0.16255,-0.19369,0.24308,0.83606,-1.0353,0.10039
102,0.0816,0.25113,-0.14473,0.16384,-0.19176,0.24179,0.83703,-1.0328,0.10393
103,0.0824,0.2492,-0.13378,0.16255,-0.19208,0.24759,0.8409,-1.0292,0.10747
104,0.0832,0.24726,-0.14409,0.16094,-0.19434,0.2434,0.83735,-1.0257,0.11069
105,0.084,0.2463,-0.14183,0.16223,-0.19112,0.25145,0.84444,-1.0205,0.11617
106,0.0848,0.24372,-0.14795,0.16287,-0.19079,0.24275,0.84541,-1.0173,0.12003
107,0.0856,0.24372,-0.14344,0.15514,-0.18951,0.24018,0.84991,-1.0138,0.12068
108,0.0864,0.24308,-0.14087,0.1603,-0.18596,0.23535,0.85603,-1.0092,0.1268
109,0.0872,0.24436,-0.14119,0.16159,-0.18596,0.23084,0.85539,-1.0089,0.1297
110,0.088,0.24952,-0.13861,0.16159,-0.17791,0.22633,0.85829,-1.0086,0.12905
111,0.0888,0.24275,-0.13797,0.16062,-0.18306,0.22053,0.86248,-1.0089,0.12776
112,0.0896,0.24404,-0.13572,0.16223,-0.1821,0.21827,0.85893,-1.0118,0.12615
113,0.0904,0.24565,-0.14699,0.15869,-0.18177,0.21956,0.86699,-1.0144,0.12422
114,0.0912,0.24597,-0.13282,0.16448,-0.18016,0.21634,0.87343,-1.017,0.121
115,0.092,0.24855,-0.13153,0.16094,-0.17888,0.21956,0.87246,-1.0202,0.12841
116,0.0928,0.24694,-0.12895,0.15804,-0.17437,0.22182,0.87278,-1.0215,0.12326
117,0.0936,0.24694,-0.1267,0.16062,-0.17759,0.22665,0.87375,-1.0212,0.12519
118,0.0944,0.25177,-0.12766,0.15997,-0.1763,0.22858,0.87246,-1.0205,0.12615
119,0.0952,0.24952,-0.12444,0.15514,-0.1763,0.23084,0.86892,-1.0199,0.12551
120,0.096,0.24694,-0.12476,0.1603,-0.17533,0.23212,0.86634,-1.0192,0.12326
121,0.0968,0.25403,-0.12315,0.16738,-0.17469,0.23212,0.85475,-1.0209,0.12036
122,0.0976,0.25338,-0.12573,0.16094,-0.1821,0.23277,0.85829,-1.0237,0.11391
123,0.0984,0.24855,-0.12509,0.16094,-0.17727,0.23212,0.85153,-1.0254,0.10973
124,0.0992,0.2521,-0.12734,0.16223,-0.17501,0.23019,0.84573,-1.026,0.1049
125,0.1,0.24823,-0.12959,0.16094,-0.17598,0.23212,0.84186,-1.0289,0.10103
126,0.1008,0.24501,-0.12992,0.16545,-0.17501,0.23019,0.83767,-1.0312,0.095232
127,0.1016,0.24759,-0.13185,0.15997,-0.17791,0.23825,0.83735,-1.0334,0.093299
128,0.1024,0.24501,-0.13378,0.16255,-0.17855,0.23116,0.83993,-1.0382,0.088468
129,0.1032,0.24694,-0.13604,0.16674,-0.18016,0.23212,0.838,-1.0415,0.086857
130,0.104,0.24308,-0.13926,0.16159,-0.18113,0.23406,0.83832,-1.0456,0.086213
131,0.1048,0.24404,-0.14119,0.16287,-0.18177,0.23438,0.83574,-1.0482,0.085247
132,0.1056,0.24308,-0.14151,0.16255,-0.18564,0.23438,0.83864,-1.0495,0.085247
133,0.1064,0.24501,-0.13636,0.16191,-0.18564,0.2347,0.838,-1.0498,0.08267
134,0.1072,0.24436,-0.14151,0.16062,-0.18564,0.23535,0.83832,-1.0479,0.079449
135,0.108,0.24469,-0.15279,0.16159,-0.18725,0.23341,0.83735,-1.0463,0.077517
136,0.1088,0.23825,-0.14409,0.16513,-0.18951,0.23631,0.83349,-1.0444,0.073329
137,0.1096,0.24887,-0.1457,0.16513,-0.19112,0.24082,0.83059,-1.0405,0.071074
138,0.1104,0.24984,-0.14602,0.16448,-0.1924,0.2347,0.82833,-1.0392,0.068498
139,0.1112,0.25145,-0.14409,0.16352,-0.19273,0.23567,0.81996,-1.035,0.065921
140,0.112,0.25274,-0.14312,0.16481,-0.19273,0.23696,0.82576,-1.0305,0.064954
141,0.1128,0.25242,-0.14409,0.16577,-0.19434,0.23599,0.82415,-1.0295,0.06431
142,0.1136,0.24984,-0.14183,0.16609,-0.19659,0.23889,0.8264,-1.0247,0.064954
143,0.1144,0.25628,-0.13604,0.16674,-0.19208,0.23696,0.82608,-1.0263,0.069142
144,0.1152,0.25757,-0.13958,0.16674,-0.19337,0.23889,0.82995,-1.0244,0.071719
145,0.116,0.25628,-0.13926,0.16803,-0.19208,0.23889,0.83284,-1.0237,0.075584
146,0.1168,0.26498,-0.14151,0.16738,-0.19015,0.23535,0.83317,-1.0231,0.080415
147,0.1176,0.25661,-0.14119,0.16803,-0.19144,0.23212,0.83671,-1.0221,0.086213
148,0.1184,0.25628,-0.14022,0.16867,-0.19015,0.23309,0.8409,-1.0215,0.092655
149,0.1192,0.25564,-0.14151,0.16867,-0.19015,0.23051,0.84412,-1.0192,0.098453
150,0.12,0.26401,-0.14055,0.16931,-0.18918,0.23051,0.84959,-1.0186,0.1049
151,0.1208,0.25596,-0.14119,0.16738,-0.18886,0.22955,0.85668,-1.0167,0.10779
152,0.1216,0.2521,-0.14087,0.1677,-0.18596,0.22633,0.86087,-1.0179,0.11391
153,0.1224,0.25242,-0.1399,0.16867,-0.18693,0.22536,0.86344,-1.0179,0.11714
154,0.1232,0.25113,-0.1399,0.16609,-0.18564,0.22794,0.86602,-1.0189,0.11907
155,0.124,0.25145,-0.13958,0.16738,-0.18403,0.22826,0.8686,-1.0212,0.11907
156,0.1248,0.24855,-0.13958,0.16577,-0.18532,0.23051,0.87053,-1.0218,0.11842
157,0.1256,0.24887,-0.13861,0.16352,-0.185,0.22955,0.87407,-1.0244,0.11907
158,0.1264,0.24823,-0.13733,0.16223,-0.18435,0.23116,0.87601,-1.025,0.1181
